DIN.PIN,Brand.Name,Manufacturer.Code,Dosage.Form,Strength,Effective.Date,End.Date,Active.Ingredients,Active.Ingredient.Class.and.Use,Active.Ingredient.Dose,Other.Notes,conversion_factor,
2262983,Supeudol,SDZ,tab,20mg,2012-04-16,,oxycodone hydrochloride,opioid- long term pain relief (high overodse risk),,,1.5,
2264846,Tramacet,JAN,tab,37.5mg & 325mg,2012-04-16,,acetaminophen+tramadol hydrochloride,opioid- long term pain relief (high overodse risk),37.5mg,,1,
2266687,Apo-Methylphenidate SR,APX,er tab,20mg,2012-04-16,,methylphenidate hydrochloride,stimulant- sustained release formulation,,,1,
2270641,Co Clonazepam,COB,tab,0.5mg,2012-04-16,,clonazepam,bzd- seizure disorder + panic and anxiety disorder,,,10,
2270668,Co Clonazepam,COB,tab,1mg,2012-04-16,,clonazepam,bzd- seizure disorder + panic and anxiety disorder,,,10,
2270676,Co Clonazepam,COB,tab,2mg,2012-04-16,,clonazepam,bzd- seizure disorder + panic and anxiety disorder,,,10,
2273039,PMS-Temazepam,PMS,cap,15mg,2012-11-29,,temazepam,bzd- insomnia ,,,0.5,
2273047,PMS-Temazepam,PMS,cap,30mg,2012-11-29,,temazepam,bzd- insomnia ,,,0.5,
2273950,Apo-Methylphenidate,APX,tab,5mg,2012-04-16,,methylphenidate hydrochloride,stimulant- adhd and narcolepsy,,,1,
2275813,Duragesic Mat,JNO,trans patch,25mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.88,
2275821,Duragesic Mat,JNO,trans patch,50mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,4.04,
2275848,Duragesic Mat,JNO,trans patch,75mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.893,
2275856,Duragesic Mat,JNO,trans patch,100mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.82,
2277131,Biphentin,PFP,er cap,15mg,2012-04-16,,methylphenidate hydrochloride,stimulant- adhd and narcolepsy,,,1,
2277158,Biphentin,PFP,er cap,20mg,2012-04-16,,methylphenidate hydrochloride,stimulant- adhd and narcolepsy,,,1,
2277166,Biphentin,PFP,er cap,10mg,2012-04-16,,methylphenidate hydrochloride,stimulant- adhd and narcolepsy,,,1,
2277174,Biphentin,PFP,er cap,30mg,2012-04-16,,methylphenidate hydrochloride,stimulant- adhd and narcolepsy,,,1,
2277182,Biphentin,PFP,er cap,40mg,2012-04-16,,methylphenidate hydrochloride,stimulant- adhd and narcolepsy,,,1,
2277190,Biphentin,PFP,er cap,50mg,2012-04-16,,methylphenidate hydrochloride,stimulant- adhd and narcolepsy,,,1,
2277204,Biphentin,PFP,er cap,60mg,2012-04-16,,methylphenidate hydrochloride,stimulant- adhd and narcolepsy,,,1,
2277212,Biphentin,PFP,er cap,80mg,2012-04-16,,methylphenidate hydrochloride,stimulant- adhd and narcolepsy,,,1,
2282941,Teva-Fentanyl,TEV,trans patch,25mcg/hr,2014-04-30,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.88,
2282968,Teva-Fentanyl,TEV,trans patch,50mcg/hr,2014-04-30,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,4.04,
2282976,Teva-Fentanyl,TEV,trans patch,75mcg/hr,2014-04-30,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.893,
2282984,Teva-Fentanyl,TEV,trans patch,100mcg/hr,2014-04-30,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.82,
2285037,Teva-Oxycodone CR,TEV,er tab,10mg,2012-11-27,,oxycodone hydrochloride,opioid- long term pain relief,,Cancelled pre-market,1.5,
2285045,Teva-Oxycodone CR,TEV,er tab,20mg,2012-11-27,,oxycodone hydrochloride,opioid- long term pain relief,,Cancelled pre-market,1.5,
2286424,Zytram XL,PFP,er tab,150mg,2012-04-16,,tramadol hydrochloride,opioid- long term moderate pain relief,,,0.1,
2286432,Zytram XL,PFP,er tab,200mg,2012-04-16,,tramadol hydrochloride,opioid- long term moderate pain relief,,,0.1,
2286440,Zytram XL,PFP,er tab,300mg,2012-04-16,,tramadol hydrochloride,opioid- long term moderate pain relief,,,0.1,
2286459,Zytram XL,PFP,er tab,400mg,2012-04-16,,tramadol hydrochloride,opioid- long term moderate pain relief,,,0.1,
2291266,Teva-Oxycodone CR,TEV,er tab,40mg,2012-11-27,,oxycodone hydrochloride,opioid- long term pain relief,,Cancelled pre-market,1.5,
2291274,Teva-Oxycodone CR,TEV,er tab,80mg,2012-11-27,,oxycodone hydrochloride,opioid- long term pain relief,,Cancelled pre-market,1.5,
2296381,Tridural,LAB,er tab,100mg,2012-04-16,,tramadol hydrochloride,opioid- long term moderate pain relief,,,1,
2296403,Tridural,LAB,er tab,200mg,2012-04-16,,tramadol hydrochloride,opioid- long term moderate pain relief,,,1,
2296411,Tridural,LAB,er tab,300mg,2012-04-16,,tramadol hydrochloride,opioid- long term moderate pain relief,,,1,
2297957,Phl-Temazepam,PHE,cap,15mg,2012-04-16,,temazepam,bzd- insomnia ,,,0.5,
2297965,Phl-Temazepam,PHE,cap,30mg,2012-04-16,,temazepam,bzd- insomnia ,,,0.5,
2298201,Phl-Lorazepam,PHE,tab,0.5mg,2012-04-16,,lorazepam,bzd- anxiety disorder,,,5,
2298228,Phl-Lorazepam,PHE,tab,1mg,2012-04-16,,lorazepam,bzd- anxiety disorder,,cancelled post-market but on the same day as original market date,5,
2298236,Phl-Lorazepam,PHE,tab,2mg,2012-04-16,,lorazepam,bzd- anxiety disorder,,cancelled post-market but on the same day as original market date,5,
2299194,Ralivia,VAL,er tab,100mg,2012-04-16,,tramadol hydrochloride,opioid- long term moderate pain relief,,,0.1,
2299208,Ralivia,VAL,er tab,200mg,2012-04-16,,tramadol hydrochloride,opioid- long term moderate pain relief,,,0.1,
2299216,Ralivia,VAL,er tab,300mg,2012-04-16,,tramadol hydrochloride,opioid- long term moderate pain relief,,,0.1,
2302764,Novo-Morphine SR,NOP,sr tab,15mg,2012-04-16,,morphine sulfate,opioid- long term severe pain. mostly perscribed for palliative care,,,1,
2302772,Novo-Morphine SR,NOP,sr tab,30mg,2012-04-16,,morphine sulfate,opioid- long term severe pain. mostly perscribed for palliative care,,,1,
2302780,Novo-Morphine SR,NOP,sr tab,60mg,2012-04-16,,morphine sulfate,opioid- long term severe pain. mostly perscribed for palliative care,,,1,
2302799,Novo-Morphine SR,NOP,sr tab,100mg,2012-04-16,,morphine sulfate,opioid- long term severe pain. mostly perscribed for palliative care,,,1,
2302802,Novo-Morphine SR,NOP,sr tab,200mg,2012-04-16,,morphine sulfate,opioid- long term severe pain. mostly perscribed for palliative care,,,1,
2303299,AC&C Tablets,PEN,tab,8mg,2012-04-16,,acetaminophen + codeine phosphate,"opioid- antitussive, antipyretic and analgesic. behind the counter (no perscription)",,,0.15,
2303329,Zym-Clonazepam,ZYN,tab,1mg,2012-04-16,,clonazepam,bzd- seizure disorder + panic and anxiety disorder,,,10,
2303337,Zym-Clonazepam,ZYN,tab,2mg,2012-04-16,,clonazepam,bzd- seizure disorder + panic and anxiety disorder,,,10,
2306530,Apo-Oxycodone CR,APX,er tab,40mg,2012-11-27,,oxycodone hydrochloride,opioid- long term moderate to severe pain relief (controlled release),,,1.5,
2307898,Sandoz Oxycodone/Acetaminophen,SDZ,tab,5mg & 325mg,2012-04-16,,oxycodone hydrochloride,opioid- long term moderate to severe pain relief (controlled release),5mg,Dormant- there is more than 12 months of records indicating no sales in canada,1.5,
2309882,PMS-Oxycodone CR,PMS,er tab,10mg,2012-11-27,,oxycodone hydrochloride,opioid- long term moderate to severe pain relief (controlled release),,,1.5,
2309890,PMS-Oxycodone CR,PMS,er tab,20mg,2012-11-27,,oxycodone hydrochloride,opioid- long term moderate to severe pain relief (controlled release),,,1.5,
2309904,PMS-Oxycodone CR,PMS,er tab,40mg,2012-11-27,,oxycodone hydrochloride,opioid- long term moderate to severe pain relief (controlled release),,,1.5,
2309912,PMS-Oxycodone CR,PMS,er tab,80mg,2012-11-27,,oxycodone hydrochloride,opioid- long term moderate to severe pain relief (controlled release),,,1.5,
2311593,Pro-Clonazepam,PRD,tab,0.5mg,2012-04-16,,clonazepam,bzd- seizure disorder + panic and anxiety disorder,,,10,
2311607,Pro-Clonazepam,PRD,tab,1mg,2012-04-16,,clonazepam,bzd- seizure disorder + panic and anxiety disorder,,,10,
2311615,Pro-Clonazepam,PRD,tab,2mg,2012-04-16,,clonazepam,bzd- seizure disorder + panic and anxiety disorder,,,10,
2311925,Teva-Fentanyl,TEV,trans patch,12mcg/hr,2014-04-30,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.84,
2314630,Apo-Fentanyl Matrix,APX,trans patch,25mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.88,
2314649,Apo-Fentanyl Matrix,APX,trans patch,50mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,4.04,
2314657,Apo-Fentanyl Matrix,APX,trans patch,75mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.893,
2314665,Apo-Fentanyl Matrix,APX,trans patch,100mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.82,
2315068,Novo-Methylphenidate ER-C,NOP,sr tab,18mg,2012-04-16,,methylphenidate hydrochloride,stimulant- exended release and controlled delivery for adhd and sometimes narcolepsy,,,1,
2315076,Novo-Methylphenidate ER-C,NOP,sr tab,27mg,2012-04-16,,methylphenidate hydrochloride,stimulant- exended release and controlled delivery for adhd and sometimes narcolepsy,,,1,
2315084,Novo-Methylphenidate ER-C,NOP,sr tab,36mg,2012-04-16,,methylphenidate hydrochloride,stimulant- exended release and controlled delivery for adhd and sometimes narcolepsy,,,1,
2315092,Novo-Methylphenidate ER-C,NOP,sr tab,54mg,2012-04-16,,methylphenidate hydrochloride,stimulant- exended release and controlled delivery for adhd and sometimes narcolepsy,,,1,
2319403,Teva-Hydromorphone,TEV,tab,1mg,2012-04-16,,hydromorphone hydrochloride,opioid- chronic severe pain and cancer pain,,,5,
2319411,Teva-Hydromorphone,TEV,tab,2mg,2012-04-16,,hydromorphone hydrochloride,opioid- chronic severe pain and cancer pain,,,5,
2319438,Teva-Hydromorphone,TEV,tab,4mg,2012-04-16,,hydromorphone hydrochloride,opioid- chronic severe pain and cancer pain,,,5,
2319446,Teva-Hydromorphone,TEV,tab,8mg,2012-04-16,,hydromorphone hydrochloride,opioid- chronic severe pain and cancer pain,,,5,
2319977,PMS-Oxycodone,PMS,tab,5mg,2012-04-16,,oxycodone hydrochloride,opioid- post-operative pain and long-term pain relief,,,1.5,
2319985,PMS-Oxycodone,PMS,tab,10mg,2012-04-16,,oxycodone hydrochloride,opioid- post-operative pain and long-term pain relief,,,1.5,
2319993,PMS-Oxycodone,PMS,tab,20mg,2012-04-16,,oxycodone hydrochloride,opioid- post-operative pain and long-term pain relief,,,1.5,
2320312,Sandoz Methylphenidate SR,SDZ,er tab,20mg,2012-04-16,,methylphenidate hydrochloride,stimulant- sustained release for adhd and sometimes narcolepsy,,,1,
2320398,M-Eslon IR,ETH,cap,5mg,2017-03-28,,morphine sulfate,opioid- short-acting moderate to severe pain for post-operative reasons but also palliative care ,,,1,all three have different names in DPD
2320428,M-Eslon IR,ETH,cap,10mg,2017-03-28,,morphine sulfate,opioid- short-acting moderate to severe pain for post-operative reasons but also palliative care ,,,1,
2320436,M-Eslon IR,ETH,cap,20mg,2017-06-30,,morphine sulfate,opioid- short-acting moderate to severe pain for post-operative reasons but also palliative care ,,,1,
2323192,Oxycontin,PFP,er tab,15mg,2012-04-16,,oxycodone hydrochloride,opioid- long term pain relief (high overodse risk),,,1.5,
2323206,Oxycontin,PFP,er tab,30mg,2012-04-16,,oxycodone hydrochloride,opioid- long term pain relief (high overodse risk),,,1.5,
2323214,Oxycontin,PFP,er tab,60mg,2012-04-16,,oxycodone hydrochloride,opioid- long term pain relief (high overodse risk),,,1.5,
2324253,PMS-Hydrocodone,PMS,o/l,1mg/mL,2012-04-16,,hydrocodone,opioid- long term pain relief (high overodse risk),,,1,
2324628,Apo-Oxycodone/Acet,APX,tab,5mg & 325mg,2012-04-16,,oxycodone hydrochloride +acetaminophen,"opioid- antitussive, antipyretic and short-term analgesic. ",,,1.5,
2325950,Oxycodone,PRD,tab,5mg,2012-04-16,,oxycodone hydrochloride,opioid- post-operative pain and long-term pain relief,,,1.5,
2325969,Oxycodone,PRD,tab,10mg,2012-04-16,,oxycodone hydrochloride,opioid- post-operative pain and long-term pain relief,,,1.5,
2325977,Oxycodone,PRD,tab,20mg,2012-04-16,,oxycodone hydrochloride,opioid- post-operative pain and long-term pain relief,,,1.5,
2326221,Methylphenidate,PRD,tab,5mg,2012-04-16,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2326248,Methylphenidate,PRD,tab,10mg,2012-04-16,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2326256,Methylphenidate,PRD,tab,20mg,2012-04-16,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2326264,Sandoz Oxycodone CR,SDZ,er tab,10mg,2012-11-27,,oxycodone hydrochloride,opioid- post-operative pain and long-term pain relief,,,1.5,
2326272,Sandoz Oxycodone CR,SDZ,er tab,20mg,2012-11-27,,oxycodone hydrochloride,opioid- post-operative pain and long-term pain relief,,,1.5,
2326280,Sandoz Oxycodone CR,SDZ,er tab,40mg,2012-11-27,,oxycodone hydrochloride,opioid- post-operative pain and long-term pain relief,,,1.5,
2326299,Sandoz Oxycodone CR,SDZ,er tab,80mg,2012-11-27,,oxycodone hydrochloride,opioid- post-operative pain and long-term pain relief,,,1.5,
2327112,Sandoz Fentanyl Patch,SDZ,trans patch,12mcg/hr,2012-04-16,,fentanyl,opioid- post-operative pain and long-term pain relief,,,3.84,
2327120,Sandoz Fentanyl Patch,SDZ,trans patch,25mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.88,
2327139,Sandoz Fentanyl Patch,SDZ,trans patch,37mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,4.187,
2327147,Sandoz Fentanyl Patch,SDZ,trans patch,50mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,4.04,
2327155,Sandoz Fentanyl Patch,SDZ,trans patch,75mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.893,
2327163,Sandoz Fentanyl Patch,SDZ,trans patch,100mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.82,
2330377,Apo-Methylphenidate ER,APX,sr tab,54mg,2016-09-23,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2334186,Duragesic Mat,JAN,trans patch,12mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,4.2,
2336790,Apo-Tramadol/Acet,APX,tab,37.5mg & 325mg,2012-04-16,,tramadol hydrochloride,opioid- post-operative pain and muscoskeletal injuries (short-term),,,0.1,
2337266,Jurnista,JAN,er tab,4mg,2012-04-16,,hydromorphone hydrochloride,opioid- moderate to severe chronic pain management,,,5,
2337274,Jurnista,JAN,er tab,8mg,2012-04-16,,hydromorphone hydrochloride,opioid- moderate to severe chronic pain management,,,5,
2337282,Jurnista,JAN,er tab,16mg,2012-04-16,,hydromorphone hydrochloride,opioid- moderate to severe chronic pain management,,,5,
2337290,Jurnista,JAN,er tab,32mg,2012-04-16,,hydromorphone hydrochloride,opioid- moderate to severe chronic pain management,,,5,
2339609,Targin,PFP,er tab,10mg,2012-04-16,,oxycodone hydrochloride+ naloxone hydrochloride,opioid- moderate to severe chronic pain management (non-cancer pain),,,1.5,
2339617,Targin,PFP,er tab,20mg,2012-04-16,,oxycodone hydrochloride+ naloxone hydrochloride,opioid- moderate to severe chronic pain management (non-cancer pain),,,1.5,
2339625,Targin,PFP,er tab,40mg,2012-04-16,,oxycodone hydrochloride+ naloxone hydrochloride,opioid- moderate to severe chronic pain management (non-cancer pain),,,1.5,
2341034,Riva-Oxycodone CR,RIA,er tab,10mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and cancer pain. also used for palliative reasons,,,1.5,
2341042,Riva-Oxycodone CR,RIA,er tab,20mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and cancer pain. also used for palliative reasons,,,1.5,
2341050,Riva-Oxycodone CR,RIA,er tab,40mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and cancer pain. also used for palliative reasons,,,1.5,
2341069,Riva-Oxycodone CR,RIA,er tab,80mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and cancer pain. also used for palliative reasons,,,1.5,
2341174,Butrans 5,PFP,trans patch,5mcg/hr,2012-04-16,,buprenorphine,opioid- moderate to severe chronic pain management (non-cancer pain),,,2.2,
2341212,Butrans 10,PFP,trans patch,10mcg/hr,2012-04-16,,buprenorphine,opioid- moderate to severe chronic pain management (non-cancer pain),,,2.2,
2341220,Butrans 20,PFP,trans patch,20mcg/hr,2012-04-16,,buprenorphine,opioid- moderate to severe chronic pain management (non-cancer pain),,,2.2,
2341379,PMS-Fentanyl MTX,PMS,trans patch,12mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.84,
2341387,PMS-Fentanyl MTX,PMS,trans patch,25mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.88,
2341395,PMS-Fentanyl MTX,PMS,trans patch,50mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,4.04,
2341409,PMS-Fentanyl MTX,PMS,trans patch,75mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.893,
2341417,PMS-Fentanyl MTX,PMS,trans patch,100mcg/hr,2012-04-16,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.82,
2344602,Clonazepam,MEL,tab,1mg,2012-04-16,,clonazepam,bzd- seizure disorder + panic and anxiety disorder,,,10,
2344610,Clonazepam,MEL,tab,2mg,2012-04-16,,clonazepam,bzd- seizure disorder + panic and anxiety disorder,,,10,
2344629,Clonazepam-R,MEL,tab,0.5mg,2012-04-16,,clonazepam,bzd,,,10,
2345676,Zym-Clonazepam,ZYN,tab,0.5mg,2012-04-16,,clonazepam,bzd,,,10,
2347156,Vyvanse,SHI,cap,20mg,2012-04-16,,lisdexamfetamine dimesylate,stimulant- adhd and binge eating disorder (low abuse potential),,,0.45,
2347164,Vyvanse,SHI,cap,40mg,2012-04-16,,lisdexamfetamine dimesylate,stimulant- adhd and binge eating disorder (low abuse potential),,,0.45,
2347172,Vyvanse,SHI,cap,60mg,2012-04-16,,lisdexamfetamine dimesylate,stimulant- adhd and binge eating disorder (low abuse potential),,,0.45,
2347180,Teva-Tramadol/Acetaminophen,TEV,tab,37.5mg & 325mg,2012-10-01,,tramadol hydrochloride,opioid- post-operative pain and muscoskeletal injuries (short-term),37.5mg,,0.1,
2347733,NTP-Lorazepam,NTP,tab,0.5mg,2012-11-02,,lorazepam,bzd- genralized anxiety and insomnia (lower potency than alprazolam),,,5,
2347741,NTP-Lorazepam,NTP,tab,1mg,2012-11-02,,lorazepam,bzd- genralized anxiety and insomnia (lower potency than alprazolam),,,5,
2347768,NTP-Lorazepam,NTP,tab,2mg,2012-11-02,,lorazepam,bzd- genralized anxiety and insomnia (lower potency than alprazolam),,,5,
2349191,Alprazolam,SAI,tab,0.25mg,2012-11-29,,alprazolam,bzd- genralized anxiety and panic disorder (more potent),,,10,
2349205,Alprazolam,SAI,tab,0.5mg,2012-11-29,,alprazolam,bzd- genralized anxiety and panic disorder (more potent),,,10,
2349469,Ultram,JAN,tab,50mg,2012-04-16,,tramadol hydrochloride,opioid- post-operative pain and muscoskeletal injuries (short-term),,,1,
2350661,Onsolis,VAL,buccal soluble fil,200mcg,2012-04-16,,fentanyl,opioid -management of breakthrough pain in cancer patients,,,0.13,
2350688,Onsolis,VAL,buccal soluble fil,400mcg,2012-04-16,,fentanyl,opioid -management of breakthrough pain in cancer patients,,,0.13,
2350696,Onsolis,VAL,buccal soluble fil,600mcg,2012-04-16,,fentanyl,opioid -management of breakthrough pain in cancer patients,,,0.13,
2350718,Onsolis,VAL,buccal soluble fil,800mcg,2012-04-16,,fentanyl,opioid -management of breakthrough pain in cancer patients,,,0.13,
2350726,Onsolis,VAL,buccal soluble fil,1200mcg,2012-04-16,,fentanyl,opioid -management of breakthrough pain in cancer patients,,,0.13,
2350815,Morphine SR,SAI,er tab,15mg,2012-11-29,,morphine sulfate,opioid - long term pain relief (sustained release),,,1,
2350890,Morphine SR,SAI,er tab,30mg,2012-11-29,,morphine sulfate,opioid - long term pain relief (sustained release),,,1,
2350912,Morphine SR,SAI,er tab,60mg,2012-11-29,,morphine sulfate,opioid - long term pain relief (sustained release),,,1,
2350920,Morphine SR,SAI,er tab,100mg,2012-11-29,,morphine sulfate,opioid - long term pain relief (sustained release),,,1,
2350947,Morphine SR,SAI,er tab,200mg,2012-11-29,,morphine sulfate,opioid - long term pain relief (sustained release),,,1,
2351072,Lorazepam,SAI,tab,0.5mg,2012-11-29,,lorazepam,bzd- genralized anxiety and insomnia (lower potency than alprazolam),,,5,
2351080,Lorazepam,SAI,tab,1mg,2012-11-29,,lorazepam,bzd- genralized anxiety and insomnia (lower potency than alprazolam),,,5,
2351099,Lorazepam,SAI,tab,2mg,2012-11-29,,lorazepam,bzd- genralized anxiety and insomnia (lower potency than alprazolam),,,5,
2359502,Hydromorph Contin,PFP,cr cap,4.5mg,2012-04-16,,hydromorphone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,5,
2359510,Hydromorph Contin,PFP,cr cap,9mg,2012-04-16,,hydromorphone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,5,
2360322,Zytram XL,PFP,er tab,75mg,2012-04-16,,tramadol hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.1,
2360349,Zytram XL,PFP,er tab,100mg,2012-04-16,,tramadol hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.1,
2360373,Nucynta CR,JAN,er tab,50mg,2012-04-16,,tapentadol,opioid- long term pain relief for moderate to severe pain,,,0.333,
2360381,Nucynta CR,JAN,er tab,100mg,2012-04-16,,tapentadol,opioid- long term pain relief for moderate to severe pain,,,0.333,
2360403,Nucynta CR,JAN,er tab,150mg,2012-04-16,,tapentadol,opioid- long term pain relief for moderate to severe pain,,,0.333,
2360411,Nucynta CR,JAN,er tab,200mg,2012-04-16,,tapentadol,opioid- long term pain relief for moderate to severe pain,,,0.333,
2360438,Nucynta CR,JAN,er tab,250mg,2012-04-16,,tapentadol,opioid- long term pain relief for moderate to severe pain,,,0.333,
2361361,Oxycodone/Acet,SAI,tab,5mg & 325mg,2012-11-29,,oxycodone hydrochloride+acetaminophen,opioid- short-term moderate to severe pain,5mg,,1.5,
2364115,Apo-Hydromorphone,APX,tab,1mg,2012-06-01,,hydromorphone hydrochloride,opioid- short-term moderate to severe pain,,,5,
2364123,Apo-Hydromorphone,APX,tab,2mg,2012-06-01,,hydromorphone hydrochloride,opioid- short-term moderate to severe pain,,,5,
2364131,Apo-Hydromorphone,APX,tab,4mg,2012-06-01,,hydromorphone hydrochloride,opioid- short-term moderate to severe pain,,,5,
2364158,Apo-Hydromorphone,APX,tab,8mg,2012-06-01,,hydromorphone hydrochloride,opioid- short-term moderate to severe pain,,,5,
2364174,Abstral,PAL,sl tab,100mcg,2012-04-16,,fentanyl citrate,opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration,,Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days),0.13,
2364182,Abstral,PAL,sl tab,200mcg,2012-04-16,,fentanyl citrate,opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration,,Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days),0.13,
2364190,Abstral,PAL,sl tab,300mcg,2012-04-16,,fentanyl citrate,opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration,,Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days),0.13,
2364204,Abstral,PAL,sl tab,400mcg,2012-04-16,,fentanyl citrate,opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration,,Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days),0.13,
2364212,Abstral,PAL,sl tab,600mcg,2012-04-16,,fentanyl citrate,opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration,,Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days),0.13,
2364220,Abstral,PAL,sl tab,800mcg,2012-04-16,,fentanyl citrate,opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration,,Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days),0.13,
2366746,Apo-Oxycodone CR,APX,er tab,5mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2366754,Apo-Oxycodone CR,APX,er tab,10mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2366762,Apo-Oxycodone CR,APX,er tab,20mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2366789,Apo-Oxycodone CR,APX,er tab,80mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2372525,OxyNEO,PFP,cr tab,10mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2372533,OxyNEO,PFP,cr tab,15mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2372541,OxyNEO,PFP,cr tab,30mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2372568,OxyNEO,PFP,cr tab,40mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2372576,OxyNEO,PFP,cr tab,60mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2372584,OxyNEO,PFP,cr tab,80mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2372797,OxyNEO,PFP,cr tab,20mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2373017,Durela,CIP,cap,100mg,2012-05-24,,tramadol hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.1,
