"DIN.PIN","Brand.Name","Manufacturer.Code","Dosage.Form","Strength","Effective.Date","End.Date","Active.Ingredients","Active.Ingredient.Class.and.Use","Other.Notes","conversion_factor"
"02041421","Ativan","PFI","tab","1mg","2012-04-16","","lorazepam","bzd","",5
"02041448","Ativan","PFI","tab","2mg","2012-04-16","","lorazepam","bzd","",5
"02041456","Ativan","PFI","sl tab","0.5mg","2012-04-16","","lorazepam","bzd","",5
"02041464","Ativan","PFI","sl tab","1mg","2012-04-16","","lorazepam","bzd","",5
"02041472","Ativan","PFI","sl tab","2mg","2012-04-16","","lorazepam","bzd","",5
"02048701","PMS-Clonazepam","PMS","tab","0.5mg","2012-04-16","","clonazepam","bzd","",10
"02048728","PMS-Clonazepam Tab 1.0mg","PMS","tab","1mg","2012-04-16","","clonazepam","bzd","",10
"02048736","PMS-Clonazepam","PMS","tab","2mg","2012-04-16","","clonazepam","bzd","",10
"02047667","MERSYNDOL WITH CODEINE","MER","tab","325mg & 8mg & 5mg","2012-04-16","","codeine phosphate","opioid","",0.15
"02048701","PMS-Clonazepam","PMS","tab","0.5mg","2012-04-16","","clonazepam","bzd","",10
"02048728","PMS-Clonazepam Tab 1.0mg","PMS","tab","1mg","2012-04-16","","clonazepam","bzd","",10
"02048736","PMS-Clonazepam","PMS","tab","2mg","2012-04-16","","clonazepam","bzd","",10
"02053403","Ratio-Cotridin Expectorant","RPH","o/l","100mg","2012-04-16","","codeine phosphate + triprolidine hydrochloride + pseudoephedrine hydrochloride + guaifenesin","opioid- cough supresent tightly controlled","",0.15
"02099748","Cough Syrup With Codeine","ROG","o/l","100mg","2012-04-16","","codeine phosphate","opioid- cough supresent tightly controlled","",0.15
"02103656","Ratio-Clonazepam","RPH","tab","0.5mg","2012-04-16","","clonazepam","bzd","",10
"02103737","Ratio-Clonazepam","RPH","tab","2mg","2012-04-16","","clonazepam","bzd","",10
"02125323","Hydromorph Contin","PFP","cr cap","3mg","2012-04-16","","hydromorphone hydrochloride","opioid","",5
"02125331","Hydromorph Contin","PFP","cr cap","6mg","2012-04-16","","hydromorphone hydrochloride","opioid","",5
"02125366","Hydromorph Contin","PFP","cr cap","12mg","2012-04-16","","hydromorphone hydrochloride","opioid","",5
"02125382","Hydromorph Contin","PFP","cr cap","24mg","2012-04-16","","hydromorphone hydrochloride","opioid","",5
"02125390","Hydromorph Contin","PFP","cr cap","30mg","2012-04-16","","hydromorphone hydrochloride","opioid","",5
"02126486","Phl-Methylphenidate","PHE","tab","20mg","2012-04-16","","methylphenidate","stimulant","",NA
"02126494","Phl-Methylphenidate","PHE","tab","10mg","2012-04-16","","methylphenidate","stimulant","",NA
"02130998","Dom-Clonazepam - Tab 0.5mg","DPC","tab","0.5mg","2012-04-16","","clonazepam","bzd","",10
"02131013","Dom-Clonazepam - Tab 2mg","DPC","tab","2mg","2012-04-16","","clonazepam","bzd","",10
"02137534","Mylan-Alprazolam","MYL","tab","0.25mg","2012-04-16","","alprazolam","bzd","",10
"02137542","Mylan-Alprazolam","MYL","tab","0.5mg","2012-04-16","","alprazolam","bzd","",10
"02137984","Talwin","SAO","tab","50mg","2012-04-16","","pentazocine lactate","opioid","",0.25
"02138018","Demerol","SAV","tab","50mg","2012-04-16","","meperidine hydrochloride","opioid","",0.1
"02143933","Acetaminophen with Codeine - Caplet","ROG","tab","8mg","2012-04-16","","codeine phosphate","opioid","",0.15
"02145227","Phl-Clonazepam","PHE","tab","0.5mg","2012-04-16","","clonazepam","bzd","",10
"02145235","Phl-Clonazepam - Tab 1mg","PHE","tab","1mg","2012-04-16","","clonazepam","bzd","",10
"02145243","Phl-Clonazepam","PHE","tab","2mg","2012-04-16","","clonazepam","bzd","",10
"02154234","Acetaminophen, Caffeine & Codeine Caplet","VIP","tab","8mg","2012-04-16","","codeine phosphate","opioid","",0.15
"02163748","Codeine Contin","PFP","cr tab","100mg","2012-04-16","","codeine phosphate","opioid","",0.15
"02163780","Codeine Contin","PFP","cr tab","150mg","2012-04-16","","codeine phosphate","opioid","",0.15
"02163799","Codeine Contin","PFP","cr tab","200mg","2012-04-16","","codeine phosphate","opioid","",0.15
"02163918","Tylenol with Codeine No. 4","JAN","tab","300mg & 60mg","2012-04-16","","codeine phosphate","opioid","",0.15
"02163926","Tylenol with Codeine No. 3","JAN","tab","300mg & 15mg & 30mg","2012-04-16","","codeine phosphate","opioid","",0.15
"02163934","Tylenol with Codeine No. 2","JAN","tab","300mg & 15mg & 15mg","2012-04-16","","codeine phosphate","opioid","",0.15
"02163942","Tylenol With Codeine Elixir","JAN","o/l","160mg & 8mg/5mL","2012-04-16","","codeine phosphate","opioid","",0.15
"02169126","Ratio-Cotridin","RPH","o/l","10mg","2012-04-16","","codeine phosphate + triprolidine hydrochloride + pseudoephedrine hydrochloride","opioid/decongestant/ antihistamine","",0.15
